group_id,program_code,req_category,item_type,course_code,min_credits,max_credits,department_id,min_cgpa,notes
255,SCSPE0652C,ENROLMENT,COURSE,HISA09H3,,,,,"HISA01H3, HISA02H3, HISA03H3, HISA04H3, HISA05H3, HISA06H3/​GASA01H3, HISA07H3/​CLAA04H3, (HISA08H3), HISA09H3, plus a cumulative GPA of at least 2.50."
256,SCSPE0215C,ENROLMENT,COURSE,BIOA11H3,,,,,"Students apply to the Specialist (Co-op) in Human Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics and with a minimum cumulative grade point average (CGPA) of at least 2.5."
257,SCSPE0215C,ENROLMENT,COURSE,BIOA12H3,,,,,"Students apply to the Specialist (Co-op) in Human Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics and with a minimum cumulative grade point average (CGPA) of at least 2.5."
258,SCSPE0215C,ENROLMENT,COURSE,MATA02H3,,,,,"Students apply to the Specialist (Co-op) in Human Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics and with a minimum cumulative grade point average (CGPA) of at least 2.5."
259,SCSPE1030M,ENROLMENT,COURSE,BIOA11H3,,,,,"Students apply to the Specialist (Co-op) in Integrative Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. A minimum cumulative grade point average (CGPA) of at least 2.5 or higher is required for admission."
260,SCSPE1030M,ENROLMENT,COURSE,BIOA12H3,,,,,"Students apply to the Specialist (Co-op) in Integrative Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. A minimum cumulative grade point average (CGPA) of at least 2.5 or higher is required for admission."
261,SCSPE1030M,ENROLMENT,COURSE,MATA02H3,,,,,"Students apply to the Specialist (Co-op) in Integrative Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. A minimum cumulative grade point average (CGPA) of at least 2.5 or higher is required for admission."
262,SCSPE2540,ENROLMENT,MIN_CREDITS_DEPT,,4.0,,,,Enrolment in the program is limited. The minimum qualifications for entry are 4.0 credits and a cumulative GPA of at least 2.5. Most students are accepted into the program directly from secondary school. Transfer students and current UTSC students may also apply for admission but require a minimum of 4.0 credits up to a maximum of 6.0 credits.
263,SCSPE25406,ENROLMENT,MIN_CREDITS_DEPT,,4.0,,,,Enrolment in the Program is limited. The minimum qualifications for entry are 4.0 credits and a cumulative GPA of at least 2.5. Most students are accepted into the program directly from secondary school. Transfer students and current UTSC students may also apply for admission but require a minimum of 4.0 credits up to a maximum of 6.0 credits.
264,SCSPE0506C,ENROLMENT,COURSE,LINA01H3,,,,,"The minimum qualifications for entry are 4.0 credits, including LINA01H3 and LINA02H3, plus a cumulative GPA of at least 2.5."
265,SCSPE0506C,ENROLMENT,COURSE,LINA02H3,,,,,"The minimum qualifications for entry are 4.0 credits, including LINA01H3 and LINA02H3, plus a cumulative GPA of at least 2.5."
266,SCSPE24315,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3, and MGTA38H3."
267,SCSPE24315,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3, and MGTA38H3."
268,SCSPE24315,ENROLMENT,COURSE,MATA34H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3, and MGTA38H3."
269,SCSPE24315,ENROLMENT,COURSE,MGAB01H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3, and MGTA38H3."
270,SCSPE24315,ENROLMENT,COURSE,MGAB02H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3, and MGTA38H3."
271,SCSPE24315,ENROLMENT,COURSE,MGHA12H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3, and MGTA38H3."
272,SCSPE24315,ENROLMENT,COURSE,MGMA01H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3, and MGTA38H3."
273,SCSPE24315,ENROLMENT,COURSE,MGTA38H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3, and MGTA38H3."
274,SCSPE24315,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,10.0,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
275,SCSPE24315,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
276,SCSPE24315,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
277,SCSPE24315,ENROLMENT,COURSE,MATA34H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
278,SCSPE24315,ENROLMENT,COURSE,MATA29H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
279,SCSPE24315,ENROLMENT,COURSE,MATA30H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
280,SCSPE24315,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
281,SCSPE24315,ENROLMENT,COURSE,MATA32H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
282,SCSPE24315,ENROLMENT,COURSE,MATA33H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
283,SCSPE24315,ENROLMENT,COURSE,MATA35H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
284,SCSPE24315,ENROLMENT,COURSE,MATA36H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
285,SCSPE24315,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
286,SCSPE2432B,ENROLMENT,COURSE,MGEA02H3,,,,,"students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
287,SCSPE2432B,ENROLMENT,COURSE,MGEA06H3,,,,,"students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
288,SCSPE2432B,ENROLMENT,COURSE,MATA34H3,,,,,"students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
289,SCSPE2432B,ENROLMENT,COURSE,MGAB01H3,,,,,"students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
290,SCSPE2432B,ENROLMENT,COURSE,MGAB02H3,,,,,"students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
291,SCSPE2432B,ENROLMENT,COURSE,MGHA12H3,,,,,"students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
292,SCSPE2432B,ENROLMENT,COURSE,MGMA01H3,,,,,"students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
293,SCSPE2432B,ENROLMENT,COURSE,MGTA38H3,,,,,"students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
294,SCSPE2432B,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,10.0,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
295,SCSPE2432B,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
296,SCSPE2432B,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
297,SCSPE2432B,ENROLMENT,COURSE,MATA34H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
298,SCSPE2432B,ENROLMENT,COURSE,MATA29H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
299,SCSPE2432B,ENROLMENT,COURSE,MATA30H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
300,SCSPE2432B,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
301,SCSPE2432B,ENROLMENT,COURSE,MATA32H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
302,SCSPE2432B,ENROLMENT,COURSE,MATA33H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
303,SCSPE2432B,ENROLMENT,COURSE,MATA35H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
304,SCSPE2432B,ENROLMENT,COURSE,MATA36H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
305,SCSPE2432B,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
306,SCSPE2432G,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
307,SCSPE2432G,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
308,SCSPE2432G,ENROLMENT,COURSE,MATA34H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
309,SCSPE2432G,ENROLMENT,COURSE,MGAB01H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
310,SCSPE2432G,ENROLMENT,COURSE,MGAB02H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
311,SCSPE2432G,ENROLMENT,COURSE,MGHA12H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
312,SCSPE2432G,ENROLMENT,COURSE,MGMA01H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
313,SCSPE2432G,ENROLMENT,COURSE,MGTA38H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
314,SCSPE2432G,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,10.0,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
315,SCSPE2432G,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
316,SCSPE2432G,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
317,SCSPE2432G,ENROLMENT,COURSE,MATA34H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
318,SCSPE2432G,ENROLMENT,COURSE,MATA29H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
319,SCSPE2432G,ENROLMENT,COURSE,MATA30H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
320,SCSPE2432G,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
