course_code,course_code_prefix,offering_code,course_name,course_details,credits,prerequisites,corequisites,exclusions,breadth_requirements,course_experience,note,course_link
VPAC21,VPA,C21,Special Topics in Arts Management I,"Special topics for intensive practical, theoretical and/or experiential study of some specific aspects of Arts Management. The topic(s) to be explored in this course will change from session to session.",0.5,"10.0 credits, including [VPAA10H3and VPAA12H3and VPAB16H3]",,(VPAD13H3),"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPAC21H3
VPAC22,VPA,C22,Special Topics in Arts Management II,"Special topics for intensive practical, theoretical and/or experiential study of some specific aspects of Arts Management. The topic(s) to be explored in this course will change from session to session.",0.5,"10.0 credits, including [VPAA10H3and VPAA12H3and VPAB16H3]",,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPAC22H3
VPAD10,VPA,D10,"Good, Better, Best: Case Study Senior Seminar","This course will prepare students for the realities of working in and leading arts and media organizations by challenging them with real-world problems via case studies and simulations. Through individual and group assignments involving research in the field that culminates in an original case presentation and report, students will consider, compare, explain, and defend decisions and actions in real-life organizations to develop their ability to demonstrate effective and ethical approaches to arts and media management.",0.5,"At least 14.0 credits, including 1.0 credit at the C-level in VPA courses.",,,"Arts, Literature and Language",University-Based Experience,Preference is given to students enrolled in the Major programs in Arts & Media Management. This course requires ancillary fees (case study fees),https://ttb.utoronto.ca/cp/VPAD10H3
VPAD11,VPA,D11,Focus on the Field: Senior Research Seminar,"Are you interested in researching hands-on professional practice to synthesize and apply the theory-based learning you have undertaken in arts and media management about how people and organizations work in the culture sector and media industries? In this course, you will propose your own research project to examine how a specific creative business (such as a creative hub, media company or performing or visual arts organization) and its related practices operate, exploring specific areas of arts or media management practice, theory, history or emergent issues. While the creative ecosystem is made up of a broad and sometimes baffling array of for-profit, non-profit and hybrid ways of doing things, this course will provide insights into an organization of your choice.",0.5,,,,,University-Based Experience,,https://ttb.utoronto.ca/cp/VPAD11H3
VPAD12,VPA,D12,Senior Collaborative Projects,This course is an intensive synthesis and application of prior learning through collaborative project-based practice. Students will lead and actively contribute to one or more major initiative(s) that will allow them to apply the principles and employ the practices of effective arts and media management.,0.5,At least 14.0 credits including VPAC13H3.Course Experience: University-Based Experience,,,,University-Based Experience,Restricted to students enrolled in the Specialist Program in Arts Management.,https://ttb.utoronto.ca/cp/VPAD12H3
VPAD14,VPA,D14,Independent Studies in Arts Management,A directed research and/or project-oriented course for students who have demonstrated a high level of academic maturity and competence. Qualified students will have the opportunity to investigate an area of interest to both student and the Director in traditional or emerging subjects related to the field of Arts Management.,0.5,At least 1.0 credit at the C-level in Arts Management courses. Written consent and approval of a formal proposal in the approved format must be obtained from the supervising instructor and Program Director by the last date of classes in the previous academic session.,,,,University-Based Experience,,https://ttb.utoronto.ca/cp/VPAD14H3
VPHA46,VPH,A46,Ways of Seeing: Introduction to Art Histories,How and why are objects defined as Art? How do these definitions vary across cultures and time periods? Studying different approaches to writing art history and considering a wide range of media from photography to printmaking and installation arts.,0.5,,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHA46H3
VPHB39,VPH,B39,Ten Key Words in Art History: Unpacking Methodology,"Key concepts in art history, including intention, meaning, style, materiality, identity, production, reception, gender, visuality, and history. Students will explore critical questions such as whether and how to read artist's biographies into their art. This course helps students understand the discipline and develops critical thinking and research skills required in advanced courses.",0.5,VPHA46H3or (ACMA01H3),,FAH102H,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB39H3
VPHB40,VPH,B40,Exhibiting Art,"This course offers a critical look at ways of exhibiting art, including exploring the exhibitions and collection of the Doris McCarthy Gallery and the public sculptures located on campus. Through readings, discussions and site visits we will consider the nature of exhibitions, their audiences and current practices juxtaposed with investigations of the history and practice of display.",0.5,VPHA46H3,,"VPSB73H3, (VPHB71H3), FAH310H","Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPHB40H3
VPHB50,VPH,B50,Africa Through the Photographic Lens,"The centrality of photographic practice to African cultures and histories from the period of European imperialism, the rise of modernist ""primitivism"" and the birth of ethnology and anthropology to contemporary African artists living on the continent and abroad.",0.5,VPHA46H3or (ACMA01H3) or AFSA01H3,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB50H3
VPHB53,VPH,B53,Medieval Art,"The origins of European artistic traditions in the early Christian, Mediterranean world; how these traditions were influenced by classical, Byzantine, Moslem and pagan forms; how they developed in an entirely new form of artistic expression in the high Middle Ages; and how they led on to the Renaissance.",0.5,VPHA46H3,,"FAH215H, FAH216H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB53H3
VPHB58,VPH,B58,Modern Art and Culture,"A study of nineteenth and twentieth-century arts and visual media, across genres and cultures. What did modernity mean in different cultural contexts? How is 'modern' art or 'modernism' defined? How did the dynamic cultural, economic, and socio-political shifts of the globalizing and industrializing modern world affect the visual ars and their framing?",0.5,VPHA46H3,,"FAH245H, FAH246H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB58H3
VPHB59,VPH,B59,Current Art Practices,"Shifts in theory and practice in art of the past fifty years. Studying selected artists' works from around the world, we explore how notions of modern art gave way to new ideas about media, patterns of practice, and the relations of art and artists to the public, to their institutional contexts, and to globalized cultures.",0.5,VPHA46H3or VPHB39H3,,"FAH245H, FAH246H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB59H3
VPHB63,VPH,B63,"Fame, Spectacle and Glory: Objects of the Italian Renaissance","This course is an introduction to art and visual culture produced in Italy ca. 1350-1550. Students will explore new artistic media and techniques, along with critical issues of social, cultural, intellectual, theoretical and religious contexts that shaped the form and function of art made during this era.",0.5,VPHA46H3,,FAH230H,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB63H3
VPHB64,VPH,B64,Baroque Visions,"This course introduces the art and culture of 17th century Europe and its colonies. Art of the Baroque era offers rich opportunities for investigations of human exploration in geographic, spiritual, intellectual and political realms. We will also consider the development of the artist and new specializations in subject and media.",0.5,VPHA46H3,,"FAH231H, FAH279HRecommended Preparation: VPHB63H3or VPHB74H3","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB64H3
VPHB68,VPH,B68,Art and the Everyday: Mass Culture and the Visual Arts,"This course explores the relationship between visuality and practices of everyday life. It looks at the interaction of the political, economic and aesthetic aspects of mass media with the realm of ""fine"" arts across history and cultures. We will explore notions of the public, the mass, and the simulacrum.",0.5,VPHA46H3,,,"Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPHB68H3
VPHB69,VPH,B69,Back to the Land: Restoring Embodied and Affective Ways of Knowing,"In this course students will learn about sustainability thinking, its key concepts, historical development and applications to current environmental challenges. More specifically, students will gain a better understanding of the complexity of values, knowledge, and problem framings that sustainability practice engages with through a focused interdisciplinary study of land. This is a required course for the Certificate in Sustainability, a certificate available to any student at UTSC. Same as ESTB03H3",0.5,,,,,,,https://ttb.utoronto.ca/cp/VPHB69H3
VPHB73,VPH,B73,Visualizing Asia,"A survey of the art of China, Japan, Korean, India, and Southeast Asia. We will examine a wide range of artistic production, including ritual objects, painting, calligraphy, architectural monuments, textile, and prints. Special attention will be given to social contexts, belief systems, and interregional exchanges. Same as GASB73H3",0.5,(ACMA01H3) or VPHA46H3or GASA01H3,,"GASB73H3, FAH260H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB73H3
VPHB74,VPH,B74,Not the Italian Renaissance: Art in Early Modern Europe,"This course explores the rich visual culture produced in northern and central Europe 1400-1600. Topics such as the rise of print culture, religious conflict, artistic identity, contacts with other cultures and the development of the art market will be explored in conjunction with new artistic techniques, styles and materials.",0.5,VPHA46H3,,"FAH230H, FAH274H","Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPHB74H3
VPHB77,VPH,B77,Modern Asian Art,"An introduction to modern Asian art through domestic, regional, and international exhibitions. Students will study the multilayered new developments of art and art institutions in China, Japan, Korea, India, Thailand, and Vietnam, as well as explore key issues such as colonial modernity, translingual practices, and multiple modernism. Same as GASB77H3",0.5,(ACMA01H3) or VPHA46H3or GASA01H3,,"GASB77H3, FAH262H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHB77H3
VPHB78,VPH,B78,"Our Town, Our Art: Local Collections I","Local arts institutions are often taken for granted but understanding how and why collections are formed, why they are significant, and how they relate to larger art historical contexts provides important object-based learning opportunities. Students will explore these issues using a focused collection in the Royal Ontario Museum, the Aga Khan Museum or the Textile Museum.",0.5,VPHA46H3,,,"Arts, Literature and Language",Partnership-Based Experience,,https://ttb.utoronto.ca/cp/VPHB78H3
VPHB79,VPH,B79,"Our Town, Our Art: Local Collections II","Local arts institutions are often taken for granted but understanding how and why collections are formed, why they are significant, and how they relate to larger art historical contexts provides important object-based learning opportunities. Students will explore these using a focused collection in the Art Gallery of Ontario.",0.5,VPHA46H3,,,"Arts, Literature and Language",Partnership-Based Experience,Some classes will be held at the museum; students should be prepared to travel.,https://ttb.utoronto.ca/cp/VPHB79H3
VPHC41,VPH,C41,Carolingian and Romanesque Art,"Major artistic and architectural monuments of Europe from the Carolingian renaissance to the renaissance of the twelfth century, considered in relation to geographical context, to monasticism and pilgrimage, to artistic developments of the contemporary Mediterranean world, and to the art and architecture of the later Roman Empire, Byzantium and Armenia, Islam and the art of the invasion period.",0.5,VPHB53H3,,"(VPHB42H3), FAH215H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHC41H3
VPHC42,VPH,C42,Gothic Art and Architecture,"Current scholarship is expanding and challenging how we decide ""what is Gothic?"" We will examine a variety of artworks, considering artistic culture, social, cultural, and physical contexts as well. Style, techniques, patronage, location in time and space, and importance of decoration (sculpture, stained glass, painting, tapestry) will be among topics discussed.",0.5,VPHB53H3,,"FAH328H, FAH351H5, (FAH369H)","Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPHC42H3
VPHC45,VPH,C45,Seminar in Modern and Contemporary Art,"Special topics in twentieth-century painting and sculpture. The subject will change from time to time. After introductory sessions outlining the subject and ways of getting information about it, seminar members will research and present topics of their choice.",0.5,1.0 credit at the VPHB-level,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHC45H3
VPHC49,VPH,C49,Advanced Studies in Art Theory,"The class will read selected recent cultural theory and art theory and consider its implications for a variety of works of art, and will investigate selected exhibition critiques and the critical discourse surrounding the oeuvres of individual artists.",0.5,VPHA46H3and VPHB39H3,1.0 credit at the B-level in VPH and/or VPS courses,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHC49H3
VPHC52,VPH,C52,Ethiopia: Seeing History,"This course uses a focus on material history and visual culture to explore Ethiopia from the fourth through the nineteenth century, with particular emphasis on the Christian Church, the monarchy, links with both the Mediterranean world and the Indian subcontinent, and the relationship of individuals to their social, economic, artistic and geographic environments.Same as AFSC52H3and HISC52H3",0.5,[1.0 credit in History] or [VPHA46H3and an additional 1.0 credit in VPH courses],,"AFSC52H3, HISC52H3","History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/VPHC52H3
VPHC53,VPH,C53,The Silk Routes,"The Silk Routes were a lacing of highways connecting Central, South and East Asia and Europe. Utilizing the Royal Ontario Museum's collections, classes held at the Museum and U of T Scarborough will focus on the art produced along the Silk Routes in 7th to 9th century Afghanistan, India, China and the Taklamakhan regions. Same as GASC53H3",0.5,1.0 credit in art history or in Asian or medieval European history.,,GASC53H3,"Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPHC53H3
VPHC54,VPH,C54,Art Writing,"Art criticism as a complex set of practices performed not only by critics, art historians, curators and the like, but also by artists (and collectors). The traditional role of art critics in the shaping of an art world, and the parallel roles played by other forms of writing about art and culture (from anthropology, sociology, film studies).",0.5,"2.0 credits at the B-level in VPA, VPH, and/or VPS courses.",,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHC54H3
VPHC63,VPH,C63,Explorations in Early Modern Art,"This seminar-format course will offer students the opportunity to investigate critical theories and methodologies of the early modern period (roughly 1400-1700). Focusing on such topics as a single artist, artwork or theme, students will become immersed in an interdisciplinary study that draws on impressive local materials from public museum and library collections.",0.5,VPHA46H3and [one of VPHB63H3or VPHB64H3or VPHB74H3].,,,"Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPHC63H3
VPHC68,VPH,C68,Art in Global Cities,"This course looks at the global city as a hub for the creation of visual, performing arts and architecture. How have cyberspace and increased transnational flows of art and artists changed the dynamic surrounding urban arts? What are the differences between the arts within the modern and global contemporary city?",0.5,VPHB58H3or VPHB59H3,,(VPHC52H3),"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHC68H3
VPHC72,VPH,C72,"Art and Visual Culture in Spaces, Places, and Institutions","Art and the settings in which it is seen in cities today. Some mandatory classes to be held in Toronto museums and galleries, giving direct insight into current exhibition practices and their effects on viewer's experiences of art; students must be prepared to attend these classes.",0.5,"VPHA46H3, and VPHB39H3",,(CRTC72H3),"Arts, Literature and Language",Partnership-Based Experience,,https://ttb.utoronto.ca/cp/VPHC72H3
VPHC73,VPH,C73,"Home, Away, and In Between: Diaspora and Visual Culture","This course considers representations of diaspora, migration, displacement, and placemaking within visual culture. We will employ a comparative, cross-cultural approach and a historical perspective, to consider how artists, theorists, media, and social institutions think about and visualize these widely-held experiences that increasingly characterize our cosmopolitan, interconnected world.",0.5,1.0 credits at VPHB-level,,(VPAB09H3),Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/VPHC73H3
VPHC74,VPH,C74,A Tale of Three Cities: Introduction to Contemporary Art in China,"An introduction to Chinese contemporary art focusing on three cities: Beijing, Shanghai, and Guangzhou. Increasing globalization and China's persistent self-renovation has brought radical changes to cities, a subject of fascination for contemporary artists. The art works will be analyzed in relation to critical issues such as globalization and urban change. Same as GASC74H3",0.5,"2.0 credits at the B-level in Art History, Asian History, and/or Global Asia Studies courses, including at least 0.5 credit from the following: VPHB39H3, VPHB73H3, HISB58H3, (GASB31H3), GASB33H3, or (GASB35H3).",,GASC74H3,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHC74H3
VPHC75,VPH,C75,"The Artist, Maker, Creator","This course focuses on the ideas, career and œuvre of a single artist. Exploration and comparison of works across and within the context of the artist’s output provides substantial opportunities for deeper levels of interpretation, understanding and assessment. Students will utilize and develop research skills and critical methodologies appropriate to biographical investigation.",0.5,"VPHB39H3and [an additional 1.0 credit at the B-level in Art History, Studio Art or Arts Management courses]",,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPHC75H3
VPHD42,VPH,D42,Supervised Reading in Art History,A course offering the opportunity for advanced investigation of an area of interest; for students who are nearing completion of art history programs and who have already acquired independent research skills. Students must locate a willing supervisor and topics must be identified and approved by the end of the previous term.,0.5,,,,,University-Based Experience,,https://ttb.utoronto.ca/cp/VPHD42Y3
VPHD48,VPH,D48,Advanced Seminar in Art History and Visual Culture,"What is art history and visual culture? What do we know, and need to know, about how we study the visual world? This capstone course for senior students will examine the ambiguities, challenges, methods and theories of the discipline. Students will practice methodological and theoretical tenets, and follow independent research agendas.",0.5,1.5 credits at the C-level in VPH courses,,FAH470H,"Arts, Literature and Language",University-Based Experience,Priority will be given to students in the Major and Minor in Art History and Visual Culture. Additional students will be admitted as space permits.,https://ttb.utoronto.ca/cp/VPHD48H3
VPSA62,VPS,A62,Foundation Studies in Studio,An introduction to the importance of content and context in the making of contemporary art.,0.5,,,"VIS130H, JAV130H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSA62H3
VPSA63,VPS,A63,But Why Is It Art?,"This introductory seminar examines the key themes, concepts, and questions that affect the practice of contemporary art. We will look at specific cases in the development of art and culture since 1900 to understand why and how contemporary art can exist as such a wide-ranging set of forms, media and approaches.",0.5,,,,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/VPSA63H3
VPSB01,VPS,B01,The Artist,"The figure of the artist is distorted in the popular imagination by stereotypes around individualism, heroism, genius, mastery, suffering, and poverty. This lecture course will examine these gendered, colonial mythologies and offer a more complex picture of the artist as a craftsperson, professional, entrepreneur, researcher, public intellectual and dissident. We will consider diverse artistic models such as artist collectives and anonymous practitioners that challenge the idea of the individual male genius and examine artists’ complex relationship with elitism, the art market, arts institutions, and gentrification. This course will be supplemented by visiting artist lectures that will offer students insight into the day-to-day reality of the practicing artist.",0.5,[VPSA62H3and VPSA63H3],,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB01H3
VPSB02,VPS,B02,Image Culture,"How should artists make pictures in a world inundated with a relentless flow of digital images? Can pictures shape our understanding of the social world and influence mainstream culture? Through the perspective of contemporary artmaking, this lecture course will explore ways that artists decentre and decolonize the image and concepts of authorship, representation, truth, and the gaze. The course will also examine the role of visual technologies (cameras, screens, microscopes), distribution formats (the photographic print, mobile devices, the Internet), and picture making (ubiquitous capture, synthetic media, artificial intelligence) to consider how artists respond to changing ideas about the visible world.",0.5,[VPSA62H3and VPSA63H3],,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB02H3
VPSB56,VPS,B56,Digital Fundamentals for Artists,"In this hands-on project-based class, students will investigate fundamental techniques and digital concepts common to digital art practices. This course is an introduction to general image processing, compositing, seamless collage, composition, text design, and quality control techniques for printing and production using Adobe Creative Cloud software on Apple computers. No prior experience with computer technology is required, as this course will prepare students for further study and exploration with the production of contemporary digital art.",0.5,,,"(VPSA74H3), VIS218H, FAS147H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB56H3
VPSB58,VPS,B58,Video Art,"This course will introduce students to the use of video in contemporary art. Students will learn key video production and post-production skills, including camera operation, lighting, audio recording, editing, and motion graphics, that will enable them to produce short experimental video artworks. This course will look at the historical development of video art and explore how contemporary artists continue to work with video today.",0.5,VPSA62H3and VPSA63H3,,"(VPSA73H3), VIS202H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB58H3
VPSB59,VPS,B59,Sculpture,"This course will introduce you to contemporary processes used to make three-dimensional objects. Projects are designed to encourage an understanding of the elements of three-dimensional composition while supporting experimentation with different ways sculptural materials and process are used to express ideas. You will learn basic design and patternmaking for sculpture, hands-on technical skills with wood, paper, textiles, and found objects. This course will also give students a critical and historical perspective on sculptural practice through readings and lectures.",0.5,VPA62H3 and VPSA63H3,,(VPSA71H3) FAS248H,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB59H3
VPSB61,VPS,B61,Painting from Life,"This course will introduce students to the process of painting from observation with a focus on still-life and the human figure. Projects in this course will help students develop the ability to handle acrylic paint, prepare painting supports, and care for painting tools. Students will explore principles of colour, composition, and mark-making in representational painting. This course will also give students a critical perspective on representation in contemporary painting through readings and lectures.",0.5,VPSA62H3and VPSA63H3,,"(VPSA61H3), VIS201H, FAS145H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB61H3
VPSB62,VPS,B62,Painting the Abstract,"This course will introduce students to abstract painting with a focus on generating ideas and concepts driven by process-based experimentation. Projects in this course will help students develop the ability to handle acrylic paint, prepare painting supports, and care for their painting tools. By painting on a variety of surfaces, students will explore experimental approaches to the construction of paintings with considered compositions and varied surface qualities. This course will use lectures and assigned readings to critically reflect on the conceptual concerns pertinent to contemporary abstract painting.",0.5,VPSA62H3and VPSA63H3,,"VIS220H, FAS245H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB62H3
VPSB67,VPS,B67,Photography and Storytelling,"This course will introduce students to the techniques and principles of contemporary digital photography. Students will learn digital camera and lighting fundamentals, post-processing using Adobe Photoshop and Lightroom, and digital printing workflow. In this course, landscape, still life, studio portraiture, and documentary practices will be discussed and analyzed to create a visual narrative through images. How can a single image be composed to tell a compelling story? And when sequenced, how do images create meaning, narrative, and understanding? This course will teach the critical history of photography with a focus on documentary, staged, and narrative approaches.",0.5,VPSB56H3,,"(VPSA72H3), VIS218H, FAS147H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB67H3
VPSB69,VPS,B69,Making Photographs: Analog and Alternative Processes,"This course will introduce students to the core principles of photography through analog, digital, and alternative techniques. Methods introduced in this course include eco-conscious photographic techniques, double exposure, light painting, camera-less photography, motion blur, scanning, timelapse, and other experimental methods. Composing an image that is engaging, thoughtful, and experimental will be taught in this course, alongside the critical history of photography with a focus on abstraction and alternative processes.",0.5,VPSA62H3and VPSA63H3,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB69H3
VPSB70,VPS,B70,Experimental Drawing,"This course will introduce students to the concepts, techniques, and media of contemporary abstract and non-representational drawing. Experimental drawing approaches will form the basis for developing personal and imaginative expression. Projects in this course will investigate collage, mapping, and other types of experimental mark-making processes and design approaches. This course will also give students a critical perspective on abstraction in drawing through readings and lectures.",0.5,VPSA62H3and VPSA63H3,,"(VPSA70H3), VIS205H, FAS143H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB70H3
VPSB71,VPS,B71,Artist Multiples,"Artist multiples are small, limited edition artworks that include sculptures, artist books, mass-produced ephemera such as posters, postcards and small objects. Students will explore the production and history of 2D and 3D works using a variety of media and approaches. This course is about both making and concepts.",0.5,VPSA62H3and VPSA63H3,,VIS321H,"Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPSB71H3
VPSB73,VPS,B73,Curatorial Perspectives I,"This course is designed to offer students direct encounters with artists and curators through studio and gallery visits. Field encounters, written assignments, readings and research focus on contemporary art and curatorial practices. The course will provide skills in composing critical views, artist statements, and writing proposals for art projects.",0.5,[[VPSA62H3and VPSA63H3] and [0.5 credit at the B-level in VPS courses]] or [enrolment in the Minor in Curatorial Studies],,VIS320H,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB73H3
VPSB74,VPS,B74,Observational Drawing,"This course will introduce students to the concepts, techniques, and media of contemporary observational drawing. Representational drawing will form the basis for developing personal and imaginative expression. Still lives, portraiture, and figure drawing will form the basis for learning to draw what students see using a range of mark-making techniques and design elements. This course will also give students a critical perspective on representation in drawing through readings and lectures.",0.5,VPSA62H3and VPSA63H3,,VIS211H and FAS243H,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB74H3
VPSB76,VPS,B76,Video II,"This course explores advanced camera and editing techniques as well as presentation strategies using installation, projection, and multiple screens. Students will make projects using both linear and non-linear narratives while exploring moving image influences from online culture, popular media, surveillance culture, cinema, photography, performance, and sculpture.",0.5,VPSB58H3,,VIS302H,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB76H3
VPSB77,VPS,B77,Performance Art,"This course covers the history and practice of performance art. Students will employ contemporary performance strategies such as duration, ritual, repetition, intervention, tableau vivant, endurance and excess of materials in their projects. We will also study the relationship of performance to other art disciplines and practices such as theatre and sculpture.",0.5,VPSA62H3and VPSA63H3,,VIS208H,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB77H3
VPSB80,VPS,B80,Digital Art,"Through lectures, demonstrations, and exercises that incorporate the use of Illustrator and other software, students will create 3D printed and augmented reality artworks. With an emphasis on developing skills when working in vector digital spaces, this course will help students develop the ability to articulate ideas related to contemporary digital art-based practice. An overview of expanded 3D digital media will be covered, and project themes will be drawn from a critical analysis of digital technology as an art form.",0.5,VPSB56H3,,"FAS247H, VIS318HRecommended Preparation: VPSB67H3","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB80H3
VPSB81,VPS,B81,Creative Coding,"This course will teach students basic programming skills for creating computational and interactive digital artworks. This course will explore interaction and visualization in contemporary art using fundamental principles of design, AI technology, generative strategies, motion graphics and animation techniques. Students will learn independent concept development through lectures, demonstrations, exercises, and art projects. No prior coding experience is required.",0.5,VPSA62H3and VPSA63H3,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB81H3
VPSB85,VPS,B85,Text as Image/Language as Art,This course looks at how visual artists employ words in their art. Students will be introduced to the experimental use of text in contemporary art: how typography has influenced artists and the role of language in conceptual art by completing projects in various media.,0.5,VPSA62H3and VPSA63H3,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB85H3
VPSB86,VPS,B86,Sculpture and Technology,"This course will introduce students to digital processes and materials for creating three-dimensional and kinetic art objects. Students will learn computer-aided design (CAD), fabrication techniques such as 3D printing and laser cutting, and physical computing basics with an introduction to microcontrollers and ready-made circuits. This course will also examine the history and use of technology in contemporary sculpture through readings and lectures.",0.5,VPSA62H3and VPSA63H3,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB86H3
VPSB88,VPS,B88,Sound Art,"Students will be introduced to sound as a medium for art making. Listening, recording, mapping, editing, and contextualizing sounds will be the focus of this course. Sound investigations will be explored within both contemporary art and experimental sound/music contexts.",0.5,VPSA62H3and VPSA63H3,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB88H3
VPSB89,VPS,B89,Digital Animation,"This course will introduce students to the basics of digital animation using still and moving images and a variety of software to produce time-based digital art projects. Students will learn animation techniques, storytelling, sound mixing, and sequence editing with a focus on experimental practices. Through lectures, screenings, demonstrations, in-class exercises, assignments, presentations, and group critiques, students will gain an understanding of a wide range of experimental and conceptual skills to use animation as a visual art form.",0.5,VPSA62H3and VPSA63H3and VPSB56H3Recommended Preparation: VPSB70H3,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB89H3
VPSB90,VPS,B90,Digital Animation II,"A project based course, building upon concepts developed in VPSB89H3Introduction to Digital Animation. Students will refine their control of sound, movement, and image quality. This course will also introduce three-dimensional wire frame and ray-tracing techniques for constructing convincing 3-D animated objects and scenes as they apply to contemporary artistic practices.",0.5,VPSB89H3,,(VPSC89H3),"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSB90H3
VPSC04,VPS,C04,"""Live!""","""Live!"" investigates interdisciplinary modes of contemporary performance. Within a studio context, this course serves as an advanced exploration of 21st century Live Art. This interactive course reviews the dynamics of time, space and existence, and asks fundamental questions about the body and performance.",0.5,VPHA46H3and [VPSB77H3or THRA11H3/VPDA11H3or (VPDA15H3)] and [1.5 additional credits at the B- or C-level in VPS or THR courses],,"(VPDC06H3), (VPSC57H3), (VPAC04H3)","Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPSC04H3
VPSC51,VPS,C51,Curatorial Perspectives II,"This course focuses on the finer details of curating and/or collecting contemporary art. Students will delve into the work of selected artists and curators with an emphasis on the conceptual and philosophical underpinnings of their projects. Term work will lead to a professionally curated exhibition, or the acquisition of an artwork.",0.5,VPHA46H3and VPSB73H3,,,"Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPSC51H3
VPSC53,VPS,C53,Kinetic Sculpture,"Students will produce time-based three-dimensional artworks. Students will be encouraged to use altered machines, simple electronic components and a wide range of materials.",0.5,[VPHA46H3and VPSB59H3and VPSB86H3] and [an additional 1.0 credit at the B- or C-level in VPS courses],,(VPSB64H3),"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC53H3
VPSC54,VPS,C54,Painting III,"An advanced course for students who are able to pursue individual projects in painting, with a focus on contemporary practice and theory.",0.5,[VPHA46H3and VPSB62H3] and [an additional 1.0 credit at the B- or C-level in VPS courses],,"VIS301H, FAS345Y","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC54H3
VPSC56,VPS,C56,Studio and Exhibition Practice,A supervised course focused specifically on the development of the student's work from initial concept through to the final presentation. Students may work in their choice of media with the prior written permission of the instructor.,0.5,2.5 credits at the B- or C-level in VPS courses; students enrolled in the Specialist and Major programs in Studio Art must also complete VPHA46H3,,"VIS311H, VIS326","Arts, Literature and Language",University-Based Experience,,https://ttb.utoronto.ca/cp/VPSC56H3
